"","X[[i]]"
"1127","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1128","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1129","if anyone listens to this man then they should seriously question their sanity oh wait its    tcogwchqmjgqq"
"1130","rt  ten things to know about maralago tcororndrnby       "
"1131","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1132"," like  and  and others i know well what you mean"
"1133"," is scamming his donors for free rent whos the taker now  tcouaqjnmemx via "
"1134","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"1135","s iq  s anger divided by s insanity x s hate  a  voter "
"1136","wow  turn out to see  in austin   watch rally online tcoegqpyqrhx tconnojtngkx"
"1137","rt  hooray the shitgibbon and pisswhiskers show is in town   tcocgydwnsz"
"1138","rt  really  is trying to win so he can get the  off his back amp lower his  to  of which he owes"
"1139","rt   to  it would be an honor amp a privilege to server under you whe vine by  tconv"
"1140","new clinton scandal foundation taking bribes and granting access to hil     tcovfizfijh"
"1141","rt  ive voted dem for decades amp im still broke im voting for  hes the real deal   "
"1142","cant wait gtgt s  behind  to  w  in    tcoddzkmrom "
"1143","rt   re s who dont share our values of love and respect hahahahahaha oh my "
"1144","rt  when will this freak of nature  stop lying anyone reporting this     http"
"1145","  to share platform with  tcovaqnhbyiy       "
"1146","leaders youre promoting justiceyoure giving  a reason to celebrate jesus christ "
"1147","  lol thats because the numbers dont add up and  doesnt pay his fair share"
"1148","meghanmccain warned  of softening his stance on illegal  watch tcolxwxsymjb tcovpdkmkm"
"1149"," there is no room left on my list of reasons to not vote for "
"1150","rt  i think that mr trump will go down in history as a great person and a great reformer     "
"1151"," major us threats  donald trump to receive first classified briefing  fox  tcoipaifm tcoeuvdnvyww"
"1152","rt  i think that mr trump will go down in history as a great person and a great reformer     "
"1153","  isnt giving up anything especially his tax returns crooked does what he wants amp its all about him anyhow"
"1154","  that video made me sick  "
"1155","rt  s son spoke about his fathers decision to visit flooddamaged louisiana while pres obama played golf t"
"1156","rt   to  it would be an honor amp a privilege to server under you whe vine by  tconv"
"1157","lied again  whats  going to do in  days to end crime mass genocide  trump scares me he really does tcovkibibbtc"
"1158","rt   takes the lead in  over       tc"
"1159","rt  my open letter to  over his insulting minority outreach tcoyhwmcdpxq "
"1160","  theres more to a member of a minority group than stereotypes  would know this if he cared about us"
"1161","until the unfair practice of off shore  are stopped the system will always be rigged for billionairs like  "
"1162","it would be  for  to release tax returns son says tconptifptddf tcoiyqynhtdia"
"1163","rt  another  supporter tcouxbzbjkxw"
"1164"," takes the lead in  over       tcogviwcnlje"
"1165","rt  loser    abt the no illegal activity here folks  "
"1166","rt   is doing great with black and hispanic voters now according to polls that dont exist tconrlwunlp"
"1167"," talks about access  while  giving sexual favors to   for big loans"
"1168","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1169","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1170","rt   amp the modern  are not real republicans this november no down all  lines "
"1171","rt  these  human trainwrecks are proof that  really doesnt hire all the best tcofqkfdmxqh "
"1172","meghanmccain warned  of softening his stance on illegal  watch tcogctjsgme tcoqbhtqnrhrc"
"1173","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1174","rt  while over on  russian tv is exploiting the crap out of  best words    t"
"1175","ukips nigel farage to speak at donald trump rally   tcogupaacrrmp"
"1176","hey  several high profile  serve in the us       tcovttnwlnus"
"1177","rt   used campaign donations to buy  of his own book tcorxaunxyx  tconsnadcio"
"1178","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1179","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1180","as a gay man i would never ever vote hillary clinton donald trump respects gays more than hillary clinton   "
"1181","this might be the best  ever its gonna be huge      tcowvdcbxcn"
"1182","these  human trainwrecks are proof that  really doesnt hire all the best tcogignlajs tcoqojllvja"
"1183","these  human trainwrecks are proof that  really doesnt hire all the best tcofqkfdmxqh tcovknlfinpon"
"1184","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1185","rt   used campaign donations to buy  of his own book tcorxaunxyx  tconsnadcio"
"1186","meghanmccain warned  of softening his stance on illegal  watch tcomtexodhwu tcouwcjra"
"1187","rt    pay to play glad u brought it up   glass houses donny shut up  "
"1188","paying bill k for a speech how obvious does it have to b its a bribe for a favor  will save usa tcojboepjll"
"1189","donald trump slams tcozbavvax      tcobyadoixuq"
"1190","rt  my open letter to  over his insulting minority outreach tcoyhwmcdpxq   "
"1191","omg  used    to buy  of his own book tcokfshsttlkj   "
"1192"," is doing great with black and hispanic voters now according to polls that dont exist tconrlwunlpib"
"1193","rt  full speech donald trump rally in   august      tco"
"1194"," youre absolutely right i shouldnt fall for  lies history lesson has he sacrificed anything for the usa"
"1195","rt   wanted to keep americans critically ill with ebola out of the us tconhdhqnldhj"
"1196"," says global warming isnt a problem phew thats a relief "
"1197","no surprise con man  used campaign donations to buy  of his own book tcowowzghkad via "
"1198","rt  whitesupremacist  falls apart when called out on his  towards africanamericans tcoawbcnyfev "
"1199","rt  circling nbc abc cbs with protestors until they televise facts may be best use of resources  "
"1200","rt   used campaign donations to buy  of his own book tcorxaunxyx  tconsnadcio"
"1201","rt   used campaign donations to buy  of his own book tcorxaunxyx  tconsnadcio"
"1202","meghanmccain warned  of softening his stance on illegal  watch tcoexyfhkly tcogeeazsvb"
"1203","   they love to slob the tiny orange knob ignoring his     "
"1204","rt  so add lying about the  police to s list of unnecessary lies the  lie was dumb enought"
"1205","rt  the question no ones asking about the  tcomezfnh via    "
"1206","rt  dont ever tell me that wrestlings fake ever again  tcoraqyczdbq"
"1207","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1208","rt  former  becomes a us citizen so she can vote against  tcoapzyakh tcoot"
"1209","meghanmccain warned  of softening his stance on illegal  watch tcojbujhabif tcoaodxvap"
"1210","rt  you have people who    yrs ago were being broken by jim crow cant comprehend that "
"1211","so add lying about the  police to s list of unnecessary lies the  lie was dumb enoughtcoyuhtpievk"
"1212","erik schneider does  and  play golf together tcogethuplhz"
"1213","rt  how you can get gary johnson amp jill stein in the debates      tc"
"1214","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1215","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1216","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1217","meghanmccain warned  of softening his stance on illegal  watch tcoacutgnlw tcozulucts"
"1218","rt   warned  of softening his stance on illegal  watch tcoumoecusn tc"
"1219","rt   to  it would be an honor amp a privilege to server tcokbagwajffo by  via"
"1220","rt  former irs chief says trump has no excuse to not release his tax returns tcopynnghsxb   "
"1221","rt  gop would rather see hillary win then their own candidate  because he is a threat to the nest theyre scared o"
"1222","meghanmccain warned  of softening his stance on illegal  watch tcomwhkmlp tcocdgdawhab"
"1223","meghanmccain warned  of softening his stance on illegal  watch tcoglunia tcoaijydiyviz"
"1224","  s shown no fixed principles amp hes abandoned one position after another hell betray voters hes sham"
"1225","meghanmccain warned  of softening his stance on illegal  watch tcomwmsqsnq tcorufgsrng"
"1226","wow  turn out to see  in austin   watch rally online tcosksmogdba tcoaomxxhin"
"1227","rt  filed  s top  advisor has ties to blackwater  corruption amp a shady "
